TAXON_ORDER,CATEGORY,SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,en_IOC,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS,code,mass,masscomm
1740,species,solpet1,Pterodroma solandri,Providence Petrel,Providence Petrel,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,4,NA,NA
1742,species,madpet,Pterodroma madeira,Zino's Petrel,Zino's Petrel,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,5,NA,NA
1743,species,feapet1,Pterodroma feae,Fea's Petrel,Fea's/Desertas Petrel,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,3,310,NA
1755,species,motpet,Pterodroma inexpectata,Mottled Petrel,Mottled Petrel,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,2,320,NA
1756,species,berpet,Pterodroma cahow,Bermuda Petrel,Bermuda Petrel,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,3,240,NA
1757,species,bkcpet,Pterodroma hasitata,Black-capped Petrel,Black-capped/Jamaican Petrel,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,2,470,NA
1763,species,hawpet1,Pterodroma sandwichensis,Hawaiian Petrel,Hawaiian Petrel,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,3,435,NA
1769,species,coopet,Pterodroma cookii,Cook's Petrel,Cook's Petrel,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,3,185,NA
1775,species,stepet,Pterodroma longirostris,Stejneger's Petrel,Stejneger's Petrel,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,4,NA,NA
1776.5,spuh,coopet1,Pterodroma sp. (Cookilaria sp.),Cookilaria petrel sp.,Cookilaria petrel sp.,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,320,Using MOPE mass
1780,spuh,pterod,Pterodroma sp.,Pterodroma sp.,Pterodroma sp.,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,320,Using MOPE mass
1796,spuh,prion1,Pachyptila sp.,prion sp.,prion sp.,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,NA,NA
1797,species,bulpet,Bulweria bulwerii,Bulwer's Petrel,Bulwer's Petrel,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,5,105,NA
1800,species,whcpet1,Procellaria aequinoctialis,White-chinned Petrel,White-chinned Petrel,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,5,1215,NA
1802,species,parpet1,Procellaria parkinsoni,Parkinson's Petrel,Black Petrel,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,5,NA,NA
1804,spuh,procel1,Procellaria sp.,Procellaria sp.,Procellaria sp.,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,NA,NA
1805,species,strshe,Calonectris leucomelas,Streaked Shearwater,Streaked Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,4,500,NA
1806,species,corshe,Calonectris diomedea,Cory's Shearwater,Cory's/Scopoli's Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,1,800,NA
1809,species,cavshe1,Calonectris edwardsii,Cape Verde Shearwater,Cape Verde Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,5,NA,NA
1810,species,pifshe,Ardenna creatopus,Pink-footed Shearwater,Pink-footed Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,1,720,NA
1811,species,flfshe,Ardenna carneipes,Flesh-footed Shearwater,Flesh-footed Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,3,620,NA
1812,species,greshe,Ardenna gravis,Great Shearwater,Great Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,1,840,NA
1814,species,wetshe,Ardenna pacifica,Wedge-tailed Shearwater,Wedge-tailed Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,4,400,NA
1815,species,bulshe,Ardenna bulleri,Buller's Shearwater,Buller's Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,2,400,NA
1816,species,sooshe,Ardenna grisea,Sooty Shearwater,Sooty Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,1,900,NA
1817,species,shtshe,Ardenna tenuirostris,Short-tailed Shearwater,Short-tailed Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,2,635,NA
1821,species,manshe,Puffinus puffinus,Manx Shearwater,Manx Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,2,500,NA
1828,species,towshe2,Puffinus newelli,Newell's Shearwater,Newell's Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,5,NA,NA
1830,species,bkvshe,Puffinus opisthomelas,Black-vented Shearwater,Black-vented Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,2,425,NA
1832,species,litshe,Puffinus assimilis,Little Shearwater,Little Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,5,170,NA
1840,species,audshe,Puffinus lherminieri,Audubon's Shearwater,Audubon's Shearwater,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,1,200,NA
1854,spuh,bawshe1,Puffinus sp. (black-and-white shearwater sp.),black-and-white shearwater sp.,black-and-white shearwater sp.,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,200,Using AUSH mass
1855,spuh,shearw,Procellariidae sp. (shearwater sp.),shearwater sp.,shearwater sp.,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,500,Using MASH mass
1856,spuh,procel2,Procellariidae sp.,Procellariid sp.,Procellariid sp.,Procellariiformes,Procellariidae (Shearwaters and Petrels),NA,NA,NA,NA,NA
1856.55,spuh,diving1,Pelecanoides sp.,diving-petrel sp.,diving petrel sp.,Procellariiformes,Pelecanoididae (Diving-Petrels),NA,NA,NA,NA,NA
1857,species,wispet,Oceanites oceanicus,Wilson's Storm-Petrel,Wilson's Storm Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels),Storm-Petrels,NA,1,37,NA
1864,spuh,oceani1,Oceanites sp.,Oceanites sp.,Oceanites sp.,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,NA,37,Using WISP mass
1867,species,wfspet,Pelagodroma marina,White-faced Storm-Petrel,White-faced Storm Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,3,54,NA
1874,species,bripet,Hydrobates pelagicus,European Storm-Petrel,European Storm Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,4,28,NA
1882,species,bbspet1,Fregetta tropica,Black-bellied Storm-Petrel,Black-bellied Storm Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,5,54,NA
1886,species,ftspet,Oceanodroma furcata,Fork-tailed Storm-Petrel,Fork-tailed Storm Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,2,60,NA
1889,species,rispet1,Oceanodroma hornbyi,Ringed Storm-Petrel,Hornby's Storm Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,5,NA,NA
1890,species,lcspet,Oceanodroma leucorhoa,Leach's Storm-Petrel,Leach's Storm Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,1,42,NA
1896,species,swspet,Oceanodroma monorhis,Swinhoe's Storm-Petrel,Swinhoe's Storm Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,5,42,NA
1897,species,asspet,Oceanodroma homochroa,Ashy Storm-Petrel,Ashy Storm Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,2,37,NA
1898,species,barpet,Oceanodroma castro,Band-rumped Storm-Petrel,Band-rumped Storm Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,2,48,NA
1901,spuh,oceano2,Oceanodroma sp. (Band-rumped complex),Oceanodroma sp. (Band-rumped complex),Oceanodroma sp. (Band-rumped complex),Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,NA,48,Using Band-rumped SP mass
1902,species,wrspet,Oceanodroma tethys,Wedge-rumped Storm-Petrel,Wedge-rumped Storm Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,4,25,NA
1905,species,bkspet,Oceanodroma melania,Black Storm-Petrel,Black Storm Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,2,59,NA
1909,species,trspet,Oceanodroma tristrami,Tristram's Storm-Petrel,Tristram's Storm Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,5,NA,NA
1910,species,lsspet,Oceanodroma microsoma,Least Storm-Petrel,Least Storm Petrel,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,3,20,NA
1911,spuh,oceano1,Oceanodroma sp.,Oceanodroma sp.,Oceanodroma sp.,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,NA,42,Using Leach SP mass
1912,spuh,storm-1,Hydrobatidae sp. (dark-rumped),storm-petrel sp. (dark-rumped),storm petrel sp. (dark-rumped),Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,NA,37,Using ASSP mass
1912.6,spuh,storm-2,Hydrobatidae sp. (white-rumped),storm-petrel sp. (white-rumped),storm petrel sp. (white-rumped),Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,NA,37,Using WISP mass
1916,spuh,stopet,Hydrobatidae sp.,storm-petrel sp.,storm petrel sp.,Procellariiformes,Hydrobatidae (Storm-Petrels),NA,NA,NA,37,Using WISP mass
1924,species,whttro,Phaethon lepturus,White-tailed Tropicbird,White-tailed Tropicbird,Phaethontiformes,Phaethontidae (Tropicbirds),Tropicbirds,NA,3,300,NA
1931,species,rebtro,Phaethon aethereus,Red-billed Tropicbird,Red-billed Tropicbird,Phaethontiformes,Phaethontidae (Tropicbirds),NA,NA,3,750,NA
1935,species,rettro,Phaethon rubricauda,Red-tailed Tropicbird,Red-tailed Tropicbird,Phaethontiformes,Phaethontidae (Tropicbirds),NA,NA,4,900,NA
1941,spuh,tropic1,Phaethon sp.,tropicbird sp.,tropicbird sp.,Phaethontiformes,Phaethontidae (Tropicbirds),NA,NA,NA,300,Using WTTR mass
1941.33,spuh,ciconi1,Ciconia sp.,Ciconia sp.,Ciconia sp.,Ciconiiformes,Ciconiidae (Storks),NA,NA,NA,NA,NA
1941.43,species,jabiru,Jabiru mycteria,Jabiru,Jabiru,Ciconiiformes,Ciconiidae (Storks),NA,NA,4,6500,NA
1941.56,species,woosto,Mycteria americana,Wood Stork,Wood Stork,Ciconiiformes,Ciconiidae (Storks),NA,NA,1,2400,NA
1941.68,spuh,stork1,Ciconiidae sp.,stork sp.,stork sp.,Ciconiiformes,Ciconiidae (Storks),NA,NA,NA,2400,Using WOST mass
1941.69,species,lesfri,Fregata ariel,Lesser Frigatebird,Lesser Frigatebird,Suliformes,Fregatidae (Frigatebirds),"Frigatebirds, Boobies, and Gannets",NA,5,760,NA
1941.76,species,magfri,Fregata magnificens,Magnificent Frigatebird,Magnificent Frigatebird,Suliformes,Fregatidae (Frigatebirds),NA,NA,1,1500,NA
1941.8,species,grefri,Fregata minor,Great Frigatebird,Great Frigatebird,Suliformes,Fregatidae (Frigatebirds),NA,NA,5,1400,NA
1941.86,spuh,frigat,Fregata sp.,frigatebird sp.,frigatebird sp.,Suliformes,Fregatidae (Frigatebirds),NA,NA,NA,1500,Using MAFR mass
1942,species,masboo,Sula dactylatra,Masked Booby,Masked Booby,Suliformes,Sulidae (Boobies and Gannets),NA,NA,3,1550,NA
1950,species,bfoboo,Sula nebouxii,Blue-footed Booby,Blue-footed Booby,Suliformes,Sulidae (Boobies and Gannets),NA,NA,4,1550,NA
1954,species,brnboo,Sula leucogaster,Brown Booby,Brown Booby,Suliformes,Sulidae (Boobies and Gannets),NA,NA,3,1100,NA
1959,species,refboo,Sula sula,Red-footed Booby,Red-footed Booby,Suliformes,Sulidae (Boobies and Gannets),NA,NA,4,1000,NA
1963,spuh,booby1,Sula sp.,booby sp.,booby sp.,Suliformes,Sulidae (Boobies and Gannets),NA,NA,NA,1100,Using BRBO mass
1964,species,norgan,Morus bassanus,Northern Gannet,Northern Gannet,Suliformes,Sulidae (Boobies and Gannets),NA,NA,1,3000,NA
1967,spuh,sulid,Sulidae sp.,sulid sp.,sulid sp.,Suliformes,Sulidae (Boobies and Gannets),NA,NA,NA,3000,Using NOGA mass
1984,species,bracor,Phalacrocorax penicillatus,Brandt's Cormorant,Brandt's Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags),NA,NA,1,2100,NA
1985,species,neocor,Phalacrocorax brasilianus,Neotropic Cormorant,Neotropic Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags),NA,NA,1,1200,NA
1988,species,doccor,Phalacrocorax auritus,Double-crested Cormorant,Double-crested Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags),NA,NA,1,1700,NA
1996,species,grecor,Phalacrocorax carbo,Great Cormorant,Great/White-breasted Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags),NA,NA,1,3300,NA
2009,species,refcor,Phalacrocorax urile,Red-faced Cormorant,Red-faced Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags),NA,NA,2,2100,NA
2010,species,pelcor,Phalacrocorax pelagicus,Pelagic Cormorant,Pelagic Cormorant,Suliformes,Phalacrocoracidae (Cormorants and Shags),NA,NA,1,1800,NA
2055,spuh,cormor1,Phalacrocorax sp.,cormorant sp.,cormorant sp.,Suliformes,Phalacrocoracidae (Cormorants and Shags),NA,NA,NA,1700,Using DCCO mass
2056,species,anhing,Anhinga anhinga,Anhinga,Anhinga,Suliformes,Anhingidae (Anhingas),NA,NA,1,1250,NA
2069,species,amwpel,Pelecanus erythrorhynchos,American White Pelican,American White Pelican,Pelecaniformes,Pelecanidae (Pelicans),NA,NA,1,7500,NA
2070,species,brnpel,Pelecanus occidentalis,Brown Pelican,Brown Pelican,Pelecaniformes,Pelecanidae (Pelicans),NA,NA,1,3740,NA
2074.9,spuh,pelica1,Pelecanus sp.,pelican sp.,pelican sp.,Pelecaniformes,Pelecanidae (Pelicans),NA,NA,NA,3740,Using BRPE mass
2081,species,amebit,Botaurus lentiginosus,American Bittern,American Bittern,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,1,700,NA
2087,species,yelbit,Ixobrychus sinensis,Yellow Bittern,Yellow Bittern,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,5,NA,NA
2101,species,leabit,Ixobrychus exilis,Least Bittern,Least Bittern,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,1,80,NA
2107.5,spuh,smabit1,Ixobrychus sp.,small bittern sp.,small bittern sp.,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,80,Using LEBI mass
2115,species,btther1,Tigrisoma mexicanum,Bare-throated Tiger-Heron,Bare-throated Tiger Heron,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,5,NA,NA
2115.5,spuh,tiger-1,Tigrisoma sp.,tiger-heron sp.,tiger heron sp.,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,NA,NA
2118,species,grbher3,Ardea herodias,Great Blue Heron,Great Blue Heron,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,1,2900,NA
2126,species,graher1,Ardea cinerea,Gray Heron,Grey Heron,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,5,1500,NA
2144,species,greegr,Ardea alba,Great Egret,Great Egret,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,1,870,NA
2149,spuh,ardea1,Ardea sp.,Ardea sp.,Ardea sp.,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,870,Using GREG mass
2150,species,integr,Mesophoyx intermedia,Intermediate Egret,Intermediate Egret,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,5,NA,NA
2157,species,chiegr,Egretta eulophotes,Chinese Egret,Chinese Egret,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,5,NA,NA
2158,species,litegr,Egretta garzetta,Little Egret,Little/Dimorphic Egret,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,4,450,NA
2163,species,werher,Egretta gularis,Western Reef-Heron,Western Reef Heron,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,5,450,NA
2169,species,snoegr,Egretta thula,Snowy Egret,Snowy Egret,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,1,360,NA
2173,species,libher,Egretta caerulea,Little Blue Heron,Little Blue Heron,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,1,340,NA
2174,species,triher,Egretta tricolor,Tricolored Heron,Tricolored Heron,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,1,380,NA
2177,species,redegr,Egretta rufescens,Reddish Egret,Reddish Egret,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,1,450,NA
2183,species,categr,Bubulcus ibis,Cattle Egret,Western/Eastern Cattle Egret,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,1,340,NA
2187,spuh,whiegr1,Egretta/Bubulcus sp.,white egret sp.,white egret sp.,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,360,Using SNEG mass
2190,species,chpher1,Ardeola bacchus,Chinese Pond-Heron,Chinese Pond Heron,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,5,NA,NA
2195.5,spuh,pond-h1,Ardeola sp.,pond-heron sp.,pond heron sp.,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,NA,NA
2196,species,grnher,Butorides virescens,Green Heron,Green Heron,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,1,210,NA
2233,species,bcnher,Nycticorax nycticorax,Black-crowned Night-Heron,Black-crowned Night Heron,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,1,870,NA
2244,species,ycnher,Nyctanassa violacea,Yellow-crowned Night-Heron,Yellow-crowned Night Heron,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,1,690,NA
2264,spuh,heron1,Ardeidae sp.,heron sp.,heron sp.,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",NA,NA,NA,360,Using SNEG mass
2265,species,whiibi,Eudocimus albus,White Ibis,American White Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),NA,NA,1,690,NA
2267,species,scaibi,Eudocimus ruber,Scarlet Ibis,Scarlet Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),NA,NA,5,900,NA
2268,species,gloibi,Plegadis falcinellus,Glossy Ibis,Glossy Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),NA,NA,1,550,NA
2270,species,whfibi,Plegadis chihi,White-faced Ibis,White-faced Ibis,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),NA,NA,1,610,NA
2315.5,spuh,ibis1,Threskiornithidae sp. (ibis sp.),ibis sp.,ibis sp.,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),NA,NA,NA,610,Using WFIB mass
2324,species,rosspo1,Platalea ajaja,Roseate Spoonbill,Roseate Spoonbill,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),NA,NA,1,1500,NA
2358,species,blkvul,Coragyps atratus,Black Vulture,Black Vulture,Accipitriformes,Cathartidae (New World Vultures),"Vultures, Hawks, and Allies",NA,1,2000,NA
2362,species,turvul,Cathartes aura,Turkey Vulture,Turkey Vulture,Accipitriformes,Cathartidae (New World Vultures),NA,NA,1,1830,NA
2371.5,spuh,cathar1,Cathartes sp.,Cathartes sp.,Cathartes sp.,Accipitriformes,Cathartidae (New World Vultures),NA,NA,NA,1830,Using TUVU mass
2372,species,calcon,Gymnogyps californianus,California Condor,California Condor,Accipitriformes,Cathartidae (New World Vultures),NA,NA,6,10500,NA
2375,spuh,vultur1,Cathartidae sp.,new world vulture sp.,new world vulture sp.,Accipitriformes,Cathartidae (New World Vultures),NA,NA,NA,1830,Using TUVU mass
2376,species,osprey,Pandion haliaetus,Osprey,Western/Eastern Osprey,Accipitriformes,Pandionidae (Osprey),NA,NA,1,1600,NA
2391,species,whtkit,Elanus leucurus,White-tailed Kite,White-tailed Kite,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,340,NA
2409,species,hobkit,Chondrohierax uncinatus,Hook-billed Kite,Hook-billed Kite,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,3,283,NA
2431,species,swtkit,Elanoides forficatus,Swallow-tailed Kite,Swallow-tailed Kite,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,420,NA
2487,spuh,gyps1,Gyps sp.,Gyps sp.,Gyps sp.,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,NA
2488,spuh,olwvul1,Accipitridae sp. (old world vulture sp.),old world vulture sp.,old world vulture sp.,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,NA
2528,spuh,snake-1,Circaetus sp.,snake-eagle sp.,snake eagle sp.,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,NA
2554,spuh,nisaet1,Nisaetus sp.,Nisaetus sp.,Nisaetus sp.,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,NA
2566.2,spuh,spizae1,Spizaetus sp.,Spizaetus sp.,Spizaetus sp.,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,NA
2588,species,goleag,Aquila chrysaetos,Golden Eagle,Golden Eagle,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,4575,NA
2604,spuh,aquila1,Aquila sp.,Aquila sp.,Aquila sp.,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,4575,Using GOEA mass
2625,species,snakit,Rostrhamus sociabilis,Snail Kite,Snail Kite,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,2,420,NA
2630,species,dotkit1,Harpagus bidentatus,Double-toothed Kite,Double-toothed Kite,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,5,NA,NA
2634,species,miskit,Ictinia mississippiensis,Mississippi Kite,Mississippi Kite,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,280,NA
2655,species,norhar,Circus cyaneus,Northern Harrier,Hen/Northern Harrier,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,420,NA
2661,spuh,harrie1,Circus sp.,harrier sp.,harrier sp.,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,420,Using NOHA mass
2807,species,shshaw,Accipiter striatus,Sharp-shinned Hawk,Sharp-shinned/White-breasted/Plain-breasted/Rufous-thighed Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,140,NA
2821,species,coohaw,Accipiter cooperii,Cooper's Hawk,Cooper's Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,450,NA
2827.2,species,norgos,Accipiter gentilis,Northern Goshawk,Northern Goshawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,950,NA
2832,spuh,accipi,Accipiter sp.,Accipiter sp.,Accipiter sp.,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,450,Using COHA mass
2881,species,baleag,Haliaeetus leucocephalus,Bald Eagle,Bald Eagle,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,4325,NA
2884,species,whteag,Haliaeetus albicilla,White-tailed Eagle,White-tailed Eagle,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,4,NA,NA
2885,species,stseag,Haliaeetus pelagicus,Steller's Sea-Eagle,Steller's Sea Eagle,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,4,NA,NA
2890,species,crahaw,Geranospiza caerulescens,Crane Hawk,Crane Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,5,NA,NA
2901,species,comblh1,Buteogallus anthracinus,Common Black Hawk,Common Black Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,2,950,NA
2921,species,roahaw,Rupornis magnirostris,Roadside Hawk,Roadside Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,4,275,NA
2934,species,hrshaw,Parabuteo unicinctus,Harris's Hawk,Harris's Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,900,NA
2939,species,whthaw,Geranoaetus albicaudatus,White-tailed Hawk,White-tailed Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,2,1035,NA
2949.3,spuh,gerano1,Geranoaetus sp.,Geranoaetus sp.,Geranoaetus sp.,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,1035,Using WTHA mass
2958.2,species,gryhaw2,Buteo plagiatus,Gray Hawk,Grey Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,2,540,NA
2959,species,reshaw,Buteo lineatus,Red-shouldered Hawk,Red-shouldered Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,630,NA
2966,species,brwhaw,Buteo platypterus,Broad-winged Hawk,Broad-winged Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,390,NA
2980,species,shthaw,Buteo brachyurus,Short-tailed Hawk,Short-tailed Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,2,420,NA
2984,species,swahaw,Buteo swainsoni,Swainson's Hawk,Swainson's Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,855,NA
2986,species,zothaw,Buteo albonotatus,Zone-tailed Hawk,Zone-tailed Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,2,810,NA
2989,species,rethaw,Buteo jamaicensis,Red-tailed Hawk,Red-tailed Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,1080,NA
3007,species,rolhaw,Buteo lagopus,Rough-legged Hawk,Rough-legged Buzzard,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,990,NA
3010,species,ferhaw,Buteo regalis,Ferruginous Hawk,Ferruginous Hawk,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,1,1600,NA
3038,spuh,buteo,Buteo sp.,Buteo sp.,Buteo sp.,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,630,Using RSHA mass
3039,spuh,y00681,Geranoaetus/Buteo sp.,Geranoaetus/Buteo sp.,Geranoaetus/Buteo sp.,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",NA,NA,NA,NA,NA
